lake,sampling_timestamp,sample_timestamp,measurement_value,measurement_value_raw,site_name,station_name,depth,value_sign,unit_symbol,method,laboratory,sampling_number,sample_number,rdl,sample_location,sample_type,aluminum_dissolved,aluminum_total_recoverable,calcium_dissolved,calcium_total,copper_dissolved,copper_total_recoverable,lead_dissolved,lead_total_recoverable,nickel_dissolved,nickel_total_recoverable,nitrogen_dissolved,oxygen_biochemical_demand,oxygen_dissolved_percent_saturation,ph,phosphorus_total,phosphorus_total_dissolved,turbidity,vanadium_dissolved,vanadium_total_recoverable
kearl,2009-08-17 16:15:00,2009-08-17 15:15:00,0.174,0.174,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),09SWE00811,09SWE00715,,Centre,DISCRETE SAMPLE (GRAB),,,,,0.174,,,,,,,,,,,,,,
kearl,2009-09-18 12:00:00,2009-09-18 11:00:00,0.41,0.41,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104227,,0.0001,'---,,,,,,0.41,,,,,,,,,,,,,,
kearl,2010-08-31 15:45:00,2010-08-31 14:45:00,0.127,0.127,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),10SWE01442,10SWE01443,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,0.127,,,,,,,,,,,,,,
kearl,2011-09-01 08:30:00,2011-09-01 07:30:00,0.166,0.166,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),11SWE06688,11SWE06689,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,0.166,,,,,,,,,,,,,,
kearl,2011-09-10 12:00:00,2011-09-10 11:00:00,0.362,0.362,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106085,,0.0001,'---,,,,,,0.362,,,,,,,,,,,,,,
kearl,2012-08-26 15:45:00,2012-08-26 14:45:00,0.342,0.342,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),12SWE02081,12SWE02082,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,0.342,,,,,,,,,,,,,,
kearl,2012-09-08 12:00:00,2012-09-08 11:00:00,0.1,0.1,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106088,,0.0001,'---,,,,,,0.1,,,,,,,,,,,,,,
kearl,2013-08-28 13:10:00,2013-08-28 12:10:00,0.131,0.131,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),13SWE02340,13SWE02341,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,0.131,,,,,,,,,,,,,,
kearl,2013-09-07 12:00:00,2013-09-07 11:00:00,0.113,0.113,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106968,,0.0001,'---,,,,,,0.113,,,,,,,,,,,,,,
kearl,2014-08-18 16:00:00,2014-08-18 15:00:00,0.08,0.08,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),14SWE02236,14SWE02237,0.08,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,0.08,,,,,,,,,,,,,,
kearl,2014-09-11 12:00:00,2014-09-11 11:00:00,0.36,0.36,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107422,,8E-05,'---,,,,,,0.36,,,,,,,,,,,,,,
kearl,2015-08-29 07:30:00,2015-08-29 06:30:00,0.1,0.1,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),15SWE05523,15SWE05524,0.08,Centre,DISCRETE SAMPLE (GRAB),,,,,0.1,,,,,,,,,,,,,,
kearl,2016-03-15 12:00:00,2016-03-15 11:00:00,0.19,0.19,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112630,,8E-05,'---,,,,,,0.19,,,,,,,,,,,,,,
kearl,2016-07-19 12:00:00,2016-07-19 11:00:00,0.21,0.21,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112429,,8E-05,'---,,,,,,0.21,,,,,,,,,,,,,,
kearl,2016-08-26 11:45:00,2016-08-26 10:45:00,0.23,0.23,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),16SWE08263,16SWE08264,0.08,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,0.23,,,,,,,,,,,,,,
kearl,2016-09-20 12:00:00,2016-09-20 11:00:00,0.18,0.18,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112237,,8E-05,'---,,,,,,0.18,,,,,,,,,,,,,,
kearl,2017-03-13 12:00:00,2017-03-13 11:00:00,0.18,0.18,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111802,,8E-05,'---,,,,,,0.18,,,,,,,,,,,,,,
kearl,2017-08-25 07:45:00,2017-08-25 06:45:00,0.12,0.12,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),17SWE12773,17SWE12774,0.08,Centre,DISCRETE SAMPLE (GRAB),,,,,0.12,,,,,,,,,,,,,,
kearl,2020-09-18 10:40:00,2020-09-18 09:40:00,0.04,0.08,KEARL LAKE,KEARL LAKE,0.1,<,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),20SWE11038,20SWE11039,0.08,Centre,DISCRETE SAMPLE (GRAB),,,,,0.08,,,,,,,,,,,,,,
kearl,2021-08-18 15:15:00,2021-08-18 14:15:00,0.13,0.13,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),21SWE04621,21SWE04621-01,0.08,Centre,DISCRETE SAMPLE (GRAB),,,,,0.13,,,,,,,,,,,,,,
kearl,2022-09-16 07:20:00,2022-09-16 06:20:00,0.13,0.13,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),22SWE04634,22SWE04634-01,0.08,Centre,DISCRETE SAMPLE (GRAB),,,,,0.13,,,,,,,,,,,,,,
kearl,2003-03-24 12:00:00,2003-03-24 12:00:00,7.7,7.7,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104242,,0.0001,'---,,,,,,,7.7,,,,,,,,,,,,,
kearl,2004-07-26 12:00:00,2004-07-26 11:00:00,0.223,0.223,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104239,,0.0001,'---,,,,,,,0.223,,,,,,,,,,,,,
kearl,2004-08-24 15:05:00,2004-08-24 14:05:00,0.166,0.166,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,0.166,,,,,,,,,,,,,
kearl,2005-07-22 12:00:00,2005-07-22 11:00:00,0.05,0.1,KEARL LAKE,KEARL LAKE,,<,µg/l,1847,Alberta Research Council,104236,,0.0001,'---,,,,,,,0.1,,,,,,,,,,,,,
kearl,2005-08-30 08:55:00,2005-08-30 07:55:00,0.2,0.2,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),05SWE03024,05SWE03025,,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.2,,,,,,,,,,,,,
kearl,2006-08-23 12:00:00,2006-08-23 11:00:00,0.488,0.488,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),06SWE03220,06SWE01907,,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.488,,,,,,,,,,,,,
kearl,2006-09-14 12:00:00,2006-09-14 11:00:00,0.285,0.285,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104233,,0.0001,'---,,,,,,,0.285,,,,,,,,,,,,,
kearl,2007-08-23 09:45:00,2007-08-23 08:45:00,0.141,0.141,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),07SWE02704,07SWE02704,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,0.141,,,,,,,,,,,,,
kearl,2007-09-11 12:00:00,2007-09-11 11:00:00,0.162,0.162,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104230,,0.0001,'---,,,,,,,0.162,,,,,,,,,,,,,
kearl,2008-09-05 12:15:00,2008-09-05 11:15:00,0.665,0.665,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),08SWE03960,08SWE02165,,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.665,,,,,,,,,,,,,
kearl,2009-03-17 09:25:00,2009-03-17 08:25:00,0.319,0.319,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,"ALBERTA RESEARCH COUNCIL, INORGANIC ANALYSIS LABORATORY",09SWE00382,09SWE00382-01,,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.319,,,,,,,,,,,,,
kearl,2009-08-17 16:15:00,2009-08-17 15:15:00,0.176,0.176,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),09SWE00811,09SWE00715,,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.176,,,,,,,,,,,,,
kearl,2009-09-18 12:00:00,2009-09-18 11:00:00,0.415,0.415,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104227,,0.0001,'---,,,,,,,0.415,,,,,,,,,,,,,
kearl,2010-08-31 15:45:00,2010-08-31 14:45:00,0.128,0.128,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),10SWE01442,10SWE01443,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.128,,,,,,,,,,,,,
kearl,2011-09-01 08:30:00,2011-09-01 07:30:00,0.168,0.168,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),11SWE06688,11SWE06689,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.168,,,,,,,,,,,,,
kearl,2011-09-10 12:00:00,2011-09-10 11:00:00,0.366,0.366,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106085,,0.0001,'---,,,,,,,0.366,,,,,,,,,,,,,
kearl,2012-08-26 15:45:00,2012-08-26 14:45:00,0.346,0.346,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),12SWE02081,12SWE02082,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.346,,,,,,,,,,,,,
kearl,2012-09-08 12:00:00,2012-09-08 11:00:00,0.1,0.1,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106088,,0.0001,'---,,,,,,,0.1,,,,,,,,,,,,,
kearl,2013-08-28 13:10:00,2013-08-28 12:10:00,0.132,0.132,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),13SWE02340,13SWE02341,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.132,,,,,,,,,,,,,
kearl,2013-09-07 12:00:00,2013-09-07 11:00:00,0.163,0.163,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106968,,0.0001,'---,,,,,,,0.163,,,,,,,,,,,,,
kearl,2014-08-18 16:00:00,2014-08-18 15:00:00,0.05,0.05,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),14SWE02236,14SWE02237,0.05,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,0.05,,,,,,,,,,,,,
kearl,2014-09-11 12:00:00,2014-09-11 11:00:00,0.37,0.37,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107422,,5E-05,'---,,,,,,,0.37,,,,,,,,,,,,,
kearl,2015-08-29 07:30:00,2015-08-29 06:30:00,0.1,0.1,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),15SWE05523,15SWE05524,0.05,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.1,,,,,,,,,,,,,
kearl,2016-03-15 12:00:00,2016-03-15 11:00:00,0.2,0.2,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112630,,5E-05,'---,,,,,,,0.2,,,,,,,,,,,,,
kearl,2016-07-19 12:00:00,2016-07-19 11:00:00,0.21,0.21,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112429,,5E-05,'---,,,,,,,0.21,,,,,,,,,,,,,
kearl,2016-08-26 11:45:00,2016-08-26 10:45:00,0.28,0.28,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),16SWE08263,16SWE08264,0.05,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,0.28,,,,,,,,,,,,,
kearl,2016-09-20 12:00:00,2016-09-20 11:00:00,0.19,0.19,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112237,,5E-05,'---,,,,,,,0.19,,,,,,,,,,,,,
kearl,2017-03-13 12:00:00,2017-03-13 11:00:00,0.31,0.31,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111802,,5E-05,'---,,,,,,,0.31,,,,,,,,,,,,,
kearl,2017-08-25 07:45:00,2017-08-25 06:45:00,0.19,0.19,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),17SWE12773,17SWE12774,0.08,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.19,,,,,,,,,,,,,
kearl,2020-09-18 10:40:00,2020-09-18 09:40:00,0.04,0.08,KEARL LAKE,KEARL LAKE,0.1,<,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),20SWE11038,20SWE11039,0.08,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.08,,,,,,,,,,,,,
kearl,2021-08-18 15:15:00,2021-08-18 14:15:00,0.2,0.2,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),21SWE04621,21SWE04621-01,0.08,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.2,,,,,,,,,,,,,
kearl,2022-09-16 07:20:00,2022-09-16 06:20:00,0.15,0.15,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),22SWE04634,22SWE04634-01,0.08,Centre,DISCRETE SAMPLE (GRAB),,,,,,0.15,,,,,,,,,,,,,
kearl,2003-03-24 12:00:00,2003-03-24 12:00:00,1.2,1.2,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104242,,6E-06,'---,,,,,,,,1.2,,,,,,,,,,,,
kearl,2004-07-26 12:00:00,2004-07-26 11:00:00,0.00726,0.00726,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104239,,6E-06,'---,,,,,,,,0.00726,,,,,,,,,,,,
kearl,2004-08-24 15:05:00,2004-08-24 14:05:00,0.0059,0.0059,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,0.0059,,,,,,,,,,,,
kearl,2005-07-22 12:00:00,2005-07-22 11:00:00,0.0312,0.0312,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104236,,6E-06,'---,,,,,,,,0.0312,,,,,,,,,,,,
kearl,2006-09-14 12:00:00,2006-09-14 11:00:00,0.003,0.006,KEARL LAKE,KEARL LAKE,,<,µg/l,1849,Alberta Research Council,104233,,6E-06,'---,,,,,,,,0.006,,,,,,,,,,,,
kearl,2007-08-23 09:45:00,2007-08-23 08:45:00,0.0012,0.0012,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),07SWE02704,07SWE02704,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,0.0012,,,,,,,,,,,,
kearl,2007-09-11 12:00:00,2007-09-11 11:00:00,0.02,0.02,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104230,,6E-06,'---,,,,,,,,0.02,,,,,,,,,,,,
kearl,2008-09-05 12:15:00,2008-09-05 11:15:00,0.0025,0.0025,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),08SWE03960,08SWE02165,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,0.0025,,,,,,,,,,,,
kearl,2009-03-17 09:25:00,2009-03-17 08:25:00,0.186,0.186,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,"ALBERTA RESEARCH COUNCIL, INORGANIC ANALYSIS LABORATORY",09SWE00382,09SWE00382-01,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,0.186,,,,,,,,,,,,
kearl,2009-08-17 16:15:00,2009-08-17 15:15:00,0.006,0.006,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),09SWE00811,09SWE00715,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,0.006,,,,,,,,,,,,
kearl,2009-09-18 12:00:00,2009-09-18 11:00:00,0.0068,0.0068,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104227,,6E-06,'---,,,,,,,,0.0068,,,,,,,,,,,,
kearl,2010-08-31 15:45:00,2010-08-31 14:45:00,0.0053,0.0053,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),10SWE01442,10SWE01443,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,0.0053,,,,,,,,,,,,
kearl,2011-09-01 08:30:00,2011-09-01 07:30:00,0.035,0.035,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),11SWE06688,11SWE06689,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,0.035,,,,,,,,,,,,
kearl,2011-09-10 12:00:00,2011-09-10 11:00:00,0.05,0.1,KEARL LAKE,KEARL LAKE,,<,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106085,,0.0001,'---,,,,,,,,0.1,,,,,,,,,,,,
kearl,2012-08-26 15:45:00,2012-08-26 14:45:00,0.0021,0.0021,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),12SWE02081,12SWE02082,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,0.0021,,,,,,,,,,,,
kearl,2012-09-08 12:00:00,2012-09-08 11:00:00,0.1,0.1,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106088,,0.0001,'---,,,,,,,,0.1,,,,,,,,,,,,
kearl,2013-08-28 13:10:00,2013-08-28 12:10:00,0.0174,0.0174,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),13SWE02340,13SWE02341,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,0.0174,,,,,,,,,,,,
kearl,2013-09-07 12:00:00,2013-09-07 11:00:00,0.1,0.1,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106968,,0.0001,'---,,,,,,,,0.1,,,,,,,,,,,,
kearl,2014-08-18 16:00:00,2014-08-18 15:00:00,0.004,0.004,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),14SWE02236,14SWE02237,0.004,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,0.004,,,,,,,,,,,,
kearl,2014-09-11 12:00:00,2014-09-11 11:00:00,0.013,0.013,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107422,,4E-06,'---,,,,,,,,0.013,,,,,,,,,,,,
kearl,2015-08-29 07:30:00,2015-08-29 06:30:00,0.03,0.03,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),15SWE05523,15SWE05524,0.004,Centre,DISCRETE SAMPLE (GRAB),,,,,,,0.03,,,,,,,,,,,,
kearl,2016-03-15 12:00:00,2016-03-15 11:00:00,0.032,0.032,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112630,,4E-06,'---,,,,,,,,0.032,,,,,,,,,,,,
kearl,2016-07-19 12:00:00,2016-07-19 11:00:00,0.012,0.012,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112429,,4E-06,'---,,,,,,,,0.012,,,,,,,,,,,,
kearl,2016-08-26 11:45:00,2016-08-26 10:45:00,0.035,0.035,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),16SWE08263,16SWE08264,0.004,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,0.035,,,,,,,,,,,,
kearl,2016-09-20 12:00:00,2016-09-20 11:00:00,0.024,0.024,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112237,,4E-06,'---,,,,,,,,0.024,,,,,,,,,,,,
kearl,2017-03-13 12:00:00,2017-03-13 11:00:00,0.002,0.004,KEARL LAKE,KEARL LAKE,,<,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111802,,4E-06,'---,,,,,,,,0.004,,,,,,,,,,,,
kearl,2017-08-25 07:45:00,2017-08-25 06:45:00,0.02,0.02,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),17SWE12773,17SWE12774,0.02,Centre,DISCRETE SAMPLE (GRAB),,,,,,,0.02,,,,,,,,,,,,
kearl,2020-09-18 10:40:00,2020-09-18 09:40:00,0.01,0.02,KEARL LAKE,KEARL LAKE,0.1,<,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),20SWE11038,20SWE11039,0.02,Centre,DISCRETE SAMPLE (GRAB),,,,,,,0.02,,,,,,,,,,,,
kearl,2021-08-18 15:15:00,2021-08-18 14:15:00,0.01,0.02,KEARL LAKE,KEARL LAKE,0.1,<,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),21SWE04621,21SWE04621-01,0.02,Centre,DISCRETE SAMPLE (GRAB),,,,,,,0.02,,,,,,,,,,,,
kearl,2022-09-16 07:20:00,2022-09-16 06:20:00,0.01,0.02,KEARL LAKE,KEARL LAKE,0.1,<,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),22SWE04634,22SWE04634-01,0.02,Centre,DISCRETE SAMPLE (GRAB),,,,,,,0.02,,,,,,,,,,,,
kearl,2003-03-24 12:00:00,2003-03-24 12:00:00,1.7,1.7,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104242,,6E-06,'---,,,,,,,,,1.7,,,,,,,,,,,
kearl,2004-07-26 12:00:00,2004-07-26 11:00:00,0.143,0.143,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104239,,6E-06,'---,,,,,,,,,0.143,,,,,,,,,,,
kearl,2004-08-24 15:05:00,2004-08-24 14:05:00,0.0314,0.0314,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,0.0314,,,,,,,,,,,
kearl,2005-07-22 12:00:00,2005-07-22 11:00:00,0.037,0.037,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104236,,6E-06,'---,,,,,,,,,0.037,,,,,,,,,,,
kearl,2005-08-30 08:55:00,2005-08-30 07:55:00,0.0485,0.0485,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),05SWE03024,05SWE03025,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,0.0485,,,,,,,,,,,
kearl,2006-08-23 12:00:00,2006-08-23 11:00:00,0.055,0.055,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),06SWE03220,06SWE01907,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,0.055,,,,,,,,,,,
kearl,2006-09-14 12:00:00,2006-09-14 11:00:00,0.0761,0.0761,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104233,,6E-06,'---,,,,,,,,,0.0761,,,,,,,,,,,
kearl,2007-08-23 09:45:00,2007-08-23 08:45:00,0.0801,0.0801,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),07SWE02704,07SWE02704,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,0.0801,,,,,,,,,,,
kearl,2007-09-11 12:00:00,2007-09-11 11:00:00,0.0895,0.0895,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104230,,6E-06,'---,,,,,,,,,0.0895,,,,,,,,,,,
kearl,2008-09-05 12:15:00,2008-09-05 11:15:00,0.0722,0.0722,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),08SWE03960,08SWE02165,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,0.0722,,,,,,,,,,,
